yourlist:M201907185C475328CEF75220C360D524E9D456CE29FB3CW	Entry	Gene names	Protein names	EC number	Function [CC]	Pathway	Keywords	Protein existence	Gene ontology (GO)	Protein families	Taxonomic lineage (SUPERKINGDOM)	Taxonomic lineage (PHYLUM)	Taxonomic lineage (CLASS)	Taxonomic lineage (ORDER)	Taxonomic lineage (FAMILY)	Taxonomic lineage (GENUS)	Taxonomic lineage (SPECIES)	Cross-reference (BioCyc)	Cross-reference (BRENDA)	Cross-reference (CDD)	Cross-reference (eggNOG)	Ensembl transcript	Cross-reference (InterPro)	Cross-reference (KEGG)	Cross-reference (KO)	Cross-reference (Pfam)	Cross-reference (Reactome)	Cross-reference (RefSeq)	Cross-reference (UniPathway)	Organism	Organism ID
A0A089ZB30	A0A089ZB30	BRM9_0415 DSM1535_0342 MB9_1451	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR002790;IPR021139;	mfc:BRM9_0415;mfi:DSM1535_0342;		PF01936;		WP_048072013.1;		Methanobacterium formicicum	2162
A0A090JUW1	A0A090JUW1	DSM1535_0913	Cell division inhibitor-like protein				Cell cycle;Cell division;Complete proteome	Predicted	cell division [GO:0051301]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR017896;IPR017900;IPR002586;IPR027417;IPR013283;	mfi:DSM1535_0913;		PF01656;PF00037;		WP_048072499.1;		Methanobacterium formicicum	2162
A0A090I5I5	A0A090I5I5	DSM1535_0912	Cation diffusion facilitator family transporter				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]; cation transmembrane transporter activity [GO:0008324]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd00851;			IPR002524;IPR027470;IPR036837;IPR027469;IPR003731;IPR036105;IPR033913;	mfi:DSM1535_0912;		PF01545;PF02579;PF16916;				Methanobacterium formicicum	2162
A0A090IAU9	A0A090IAU9	DSM1535_2257	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum							mfi:DSM1535_2257;				WP_048073589.1;		Methanobacterium formicicum	2162
A0A090I7H4	A0A090I7H4	DSM1535_0692	Digeranylgeranylglyceryl phosphate synthase (DGGGP synthase) (DGGGPS) (EC 2.5.1.42) ((S)-2,3-di-O-geranylgeranylglyceryl phosphate synthase) (Geranylgeranylglycerol-phosphate geranylgeranyltransferase)	2.5.1.42	FUNCTION: Prenyltransferase that catalyzes the transfer of the geranylgeranyl moiety of geranylgeranyl diphosphate (GGPP) to the C2 hydroxyl of (S)-3-O-geranylgeranylglyceryl phosphate (GGGP). This reaction is the second ether-bond-formation step in the biosynthesis of archaeal membrane lipids. {ECO:0000256|HAMAP-Rule:MF_01286}.	PATHWAY: Membrane lipid metabolism; glycerophospholipid metabolism. {ECO:0000256|HAMAP-Rule:MF_01286}.	Cell membrane;Complete proteome;Lipid biosynthesis;Lipid metabolism;Magnesium;Membrane;Phospholipid biosynthesis;Phospholipid metabolism;Transferase;Transmembrane;Transmembrane helix	Inferred from homology	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; geranylgeranylglycerol-phosphate geranylgeranyltransferase activity [GO:0047295]; magnesium ion binding [GO:0000287]; glycerophospholipid metabolic process [GO:0006650]; phospholipid biosynthetic process [GO:0008654]	UbiA prenyltransferase family, DGGGP synthase subfamily	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR023547;IPR000537;	mfi:DSM1535_0692;	K17105;	PF01040;		WP_048072314.1;	UPA00940	Methanobacterium formicicum	2162
A0A090I4T8	A0A090I4T8	DSM1535_0504	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR036825;IPR024093;	mfi:DSM1535_0504;		PF07747;		WP_048072150.1;		Methanobacterium formicicum	2162
A0A090I5P2	A0A090I5P2	DSM1535_1015	ATPase				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR041682;IPR025420;IPR027417;	mfi:DSM1535_1015;	K07133;	PF13173;PF13635;		WP_048072581.1;		Methanobacterium formicicum	2162
A0A090I6S2	A0A090I6S2	DSM1535_1522 MB9_0171	Fe(3+)-transporting ATPase (EC 3.6.3.30)	3.6.3.30			ATP-binding;Complete proteome;Hydrolase;Nucleotide-binding	Predicted	ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ferric-transporting ATPase activity [GO:0015408]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR003593;IPR003439;IPR017871;IPR027417;	mfi:DSM1535_1522;	K02013;	PF00005;		WP_023991294.1;		Methanobacterium formicicum	2162
A0A090I6M3	A0A090I6M3	BRM9_0417 DSM1535_0344 MB9_1453	Signal transduction histidine kinase				Coiled coil;Complete proteome;Kinase;Transferase	Predicted	kinase activity [GO:0016301]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd00075;cd00130;			IPR003594;IPR036890;IPR005467;IPR000014;IPR000700;IPR035965;IPR011495;	mfc:BRM9_0417;mfi:DSM1535_0344;		PF02518;PF07568;		WP_048072015.1;		Methanobacterium formicicum	2162
A0A089ZUP8	A0A089ZUP8	ehbI BRM9_0230 DSM1535_1075	Energy-converting hydrogenase B subunit I EhbI (Na+/H+ antiporter MnhB subunit-like protein)				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR007182;	mfc:BRM9_0230;mfi:DSM1535_1075;		PF04039;		WP_048072629.1;		Methanobacterium formicicum	2162
A0A090I0X1	A0A090I0X1	pdaD BRM9_1912 DSM1535_0098 MB9_0445	Pyruvoyl-dependent arginine decarboxylase (PvlArgDC) (EC 4.1.1.19) [Cleaved into: Pyruvoyl-dependent arginine decarboxylase subunit beta; Pyruvoyl-dependent arginine decarboxylase subunit alpha]	4.1.1.19			Complete proteome;Decarboxylase;Lyase;Pyruvate	Inferred from homology	arginine decarboxylase activity [GO:0008792]; arginine catabolic process [GO:0006527]	PdaD family	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR016104;IPR016105;IPR002724;	mfc:BRM9_1912;mfi:DSM1535_0098;	K02626;	PF01862;		WP_048071805.1;		Methanobacterium formicicum	2162
A0A090IAL2	A0A090IAL2	DSM1535_2185	Putative membrane protein				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR021338;	mfi:DSM1535_2185;		PF11167;		WP_048073527.1;		Methanobacterium formicicum	2162
A0A090I3R3	A0A090I3R3	DSM1535_1431	Putative GTP-binding protein MJ1332				Coiled coil;Complete proteome	Predicted	GTP binding [GO:0005525]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR012675;IPR031167;IPR006073;IPR013646;IPR027417;IPR004095;IPR012676;	mfi:DSM1535_1431;	K06942;	PF01926;PF08438;PF02824;		WP_048072938.1;		Methanobacterium formicicum	2162
A0A090IA73	A0A090IA73	DSM1535_1988	Family 2 glycosyl transferase				Complete proteome;Transferase	Predicted	transferase activity [GO:0016740]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR001173;IPR029044;	mfi:DSM1535_1988;		PF00535;		WP_048073367.1;		Methanobacterium formicicum	2162
A0A089ZHM8	A0A089ZHM8	BRM9_2058 DSM1535_1630 MB9_0279	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR009351;	mfc:BRM9_2058;mfi:DSM1535_1630;		PF06224;		WP_052400033.1;		Methanobacterium formicicum	2162
A0A090I446	A0A090I446	DSM1535_1738	DNA-(Apurinic or apyrimidinic site) lyase				Complete proteome;Lyase	Predicted	lyase activity [GO:0016829]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum							mfi:DSM1535_1738;				WP_048073170.1;		Methanobacterium formicicum	2162
A0A090JYK6	A0A090JYK6	uppS BRM9_1627 DSM1535_2322 MB9_0681	Tritrans,polycis-undecaprenyl-diphosphate synthase (geranylgeranyl-diphosphate specific) (EC 2.5.1.89) (Undecaprenyl diphosphate synthase) (UDS) (Undecaprenyl pyrophosphate synthase) (UPP synthase)	2.5.1.89	FUNCTION: Catalyzes the sequential condensation of isopentenyl diphosphate (IPP) with geranylgeranyl diphosphate (GGPP) to yield (2Z,6Z,10Z,14Z,18Z,22Z,26Z,30E,34E,38E)-undecaprenyl diphosphate (tritrans,heptacis-UPP). It is probably the precursor of glycosyl carrier lipids. {ECO:0000256|HAMAP-Rule:MF_01139}.		Complete proteome;Magnesium;Metal-binding;Transferase	Inferred from homology	magnesium ion binding [GO:0000287]; prenyltransferase activity [GO:0004659]	UPP synthase family	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd00475;			IPR001441;IPR036424;	mfc:BRM9_1627;mfi:DSM1535_2322;	K15888;	PF01255;		WP_048073643.1;		Methanobacterium formicicum	2162
A0A090I2D8	A0A090I2D8	DSM1535_0845	Uncharacterized protein				Coiled coil;Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR020075;	mfi:DSM1535_0845;		PF10967;		WP_048072436.1;		Methanobacterium formicicum	2162
A0A090I1L2	A0A090I1L2	BRM9_0517 DSM1535_0497 MB9_1555	Uncharacterized protein				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum							mfc:BRM9_0517;mfi:DSM1535_0497;				WP_048072144.1;		Methanobacterium formicicum	2162
A0A090JSI6	A0A090JSI6	DSM1535_0020	Magnesium chelatase (EC 6.6.1.1)	6.6.1.1			Coiled coil;Complete proteome;Ligase	Predicted	magnesium chelatase activity [GO:0016851]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR002035;IPR036465;	mfi:DSM1535_0020;	K03404;	PF00092;		WP_048071742.1;		Methanobacterium formicicum	2162
A0A090IAZ9	A0A090IAZ9	DSM1535_2348	Putative membrane protein				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum							mfi:DSM1535_2348;				WP_023991723.1;		Methanobacterium formicicum	2162
A0A089ZGP2	A0A089ZGP2	BRM9_0520 DSM1535_0500 MB9_1558	Putative membrane protein				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum							mfc:BRM9_0520;mfi:DSM1535_0500;						Methanobacterium formicicum	2162
A0A090I9Q5	A0A090I9Q5	DSM1535_1757	Polysaccharide biosynthesis protein				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR029303;IPR002797;	mfi:DSM1535_1757;		PF01943;PF14667;		WP_048073187.1;		Methanobacterium formicicum	2162
A0A090I3F5	A0A090I3F5	DSM1535_1435	Uncharacterized protein				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum							mfi:DSM1535_1435;				WP_048072942.1;		Methanobacterium formicicum	2162
A0A090I7F9	A0A090I7F9	DSM1535_1825 MB9_1168	Putative secreted protein				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum							mfi:DSM1535_1825;				WP_048073238.1;		Methanobacterium formicicum	2162
A0A090I5J4	A0A090I5J4	DSM1535_2433	Cation transport ATPase (EC 3.6.1.-)	3.6.1.-			Complete proteome;Hydrolase;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase-coupled calcium transmembrane transporter activity [GO:0005388]; hydrolase activity [GO:0016787]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR006068;IPR004014;IPR023299;IPR018303;IPR023298;IPR008250;IPR036412;IPR023214;IPR006408;IPR001757;	mfi:DSM1535_2433;	K01537;	PF00689;PF00690;		WP_048073727.1;		Methanobacterium formicicum	2162
A0A090I3M5	A0A090I3M5	DSM1535_1365	Putative membrane protein				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR007742;IPR022441;IPR006626;IPR012334;IPR011050;	mfi:DSM1535_1365;		PF05048;				Methanobacterium formicicum	2162
A0A089ZBG9	A0A089ZBG9	BRM9_0534 DSM1535_0515 MB9_1572	Sodium solute transporter superfamily protein (Transporter SSS family)				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Inferred from homology	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]	Sodium:solute symporter (SSF) (TC 2.A.21) family	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR038377;IPR001734;	mfc:BRM9_0534;mfi:DSM1535_0515;	K03307;	PF00474;		WP_048072157.1;		Methanobacterium formicicum	2162
A0A090JSJ6	A0A090JSJ6	DSM1535_0030	Uncharacterized protein				Complete proteome	Predicted	hydrolase activity [GO:0016787]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR029058;IPR013094;	mfi:DSM1535_0030;	K14731;	PF07859;		WP_048071751.1;		Methanobacterium formicicum	2162
A0A090I8Y1	A0A090I8Y1	BRM9_0075 DSM1535_1393 MB9_0036	Xylose isomerase domain-containing protein (Xylose isomerase-like TIM barrel domain-containing protein)				Complete proteome;Isomerase	Predicted	isomerase activity [GO:0016853]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR036237;IPR013022;	mfc:BRM9_0075;mfi:DSM1535_1393;		PF01261;		WP_048072906.1;		Methanobacterium formicicum	2162
A0A090I3H4	A0A090I3H4	DSM1535_1247	Uncharacterized protein				Coiled coil;Complete proteome	Predicted	DNA binding [GO:0003677]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd00093;			IPR001387;IPR010982;	mfi:DSM1535_1247;	K07729;	PF01381;		WP_048072781.1;		Methanobacterium formicicum	2162
A0A090I4X3	A0A090I4X3	DSM1535_2071	Putative asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	6.3.5.4			ATP-binding;Amino-acid biosynthesis;Asparagine biosynthesis;Complete proteome;Glutamine amidotransferase;Nucleotide-binding	Predicted	asparagine synthase (glutamine-hydrolyzing) activity [GO:0004066]; ATP binding [GO:0005524]; asparagine biosynthetic process [GO:0006529]; glutamine metabolic process [GO:0006541]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd01991;cd00712;			IPR006426;IPR001962;IPR033738;IPR017932;IPR029055;IPR014729;	mfi:DSM1535_2071;	K01953;	PF00733;PF13537;		WP_048073432.1;		Methanobacterium formicicum	2162
A0A090I379	A0A090I379	DSM1535_1297	Type 11 methyltransferase				Complete proteome;Methyltransferase;Transferase	Predicted	methyltransferase activity [GO:0008168]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR013216;IPR029063;	mfi:DSM1535_1297;		PF08241;		WP_048072821.1;		Methanobacterium formicicum	2162
A0A090I7C5	A0A090I7C5	DSM1535_1765	Uncharacterized protein				Complete proteome	Predicted	oxidoreductase activity, acting on the CH-NH group of donors [GO:0016645]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR008471;IPR029063;	mfi:DSM1535_1765;		PF05430;		WP_052659984.1;		Methanobacterium formicicum	2162
A0A090I6P7	A0A090I6P7	DSM1535_0379	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum							mfi:DSM1535_0379;				WP_048072046.1;		Methanobacterium formicicum	2162
A0A090JYJ0	A0A090JYJ0	DSM1535_2302 MB9_0701	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR009097;	mfi:DSM1535_2302;				WP_048073626.1;		Methanobacterium formicicum	2162
A0A090I0R1	A0A090I0R1	DSM1535_0117	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR013926;IPR036504;	mfi:DSM1535_0117;	K09119;	PF08617;		WP_048071821.1;		Methanobacterium formicicum	2162
A0A090I3F4	A0A090I3F4	pus10 DSM1535_1207	tRNA pseudouridine synthase Pus10 (EC 5.4.99.25) (tRNA pseudouridine 54/55 synthase) (Psi54/55 synthase)	5.4.99.25	FUNCTION: Responsible for synthesis of pseudouridine from uracil-54 and uracil-55 in the psi GC loop of transfer RNAs. {ECO:0000256|HAMAP-Rule:MF_01893}.		Complete proteome;Isomerase;RNA-binding;tRNA processing	Inferred from homology	tRNA binding [GO:0000049]; tRNA pseudouridine synthase activity [GO:0106029]; tRNA pseudouridine synthesis [GO:0031119]	Pseudouridine synthase Pus10 family	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR020103;IPR005912;IPR039894;IPR004114;	mfi:DSM1535_1207;	K07583;	PF02926;		WP_048072742.1;		Methanobacterium formicicum	2162
A0A089ZE09	A0A089ZE09	BRM9_2226 DSM1535_1156 MB9_2260	Putative membrane protein				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum							mfc:BRM9_2226;mfi:DSM1535_1156;				WP_048072699.1;		Methanobacterium formicicum	2162
A0A090JUH2	A0A090JUH2	DSM1535_0750	Phosphohydrolase				Complete proteome;Hydrolase	Predicted	hydrolase activity [GO:0016787]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR004843;IPR029052;	mfi:DSM1535_0750;		PF00149;		WP_048072360.1;		Methanobacterium formicicum	2162
A0A090I2W4	A0A090I2W4	DSM1535_0941	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR016736;	mfi:DSM1535_0941;		PF09873;		WP_048072525.1;		Methanobacterium formicicum	2162
A0A090I8Q6	A0A090I8Q6	maeA DSM1535_1291	NAD-dependent malic enzyme (EC 1.1.1.38)	1.1.1.38			Complete proteome;Oxidoreductase	Predicted	malate dehydrogenase (decarboxylating) (NAD+) activity [GO:0004471]; NAD binding [GO:0051287]; oxaloacetate decarboxylase activity [GO:0008948]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR015884;IPR012301;IPR037062;IPR012302;IPR001891;IPR036291;	mfi:DSM1535_1291;	K00027;	PF00390;PF03949;				Methanobacterium formicicum	2162
